,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
274,3,35,2,P,S,S,S_P-S,Выводы из поражения был верным из-за тщательного анализа ситуации.,"[0.3287784457206726, 0.00833255983889103, 0.17087511718273163, 0.003418002976104617, 0.01657564379274845, 0.07983016967773438, 0.09963223338127136, 0.04261409118771553, 0.07695763558149338, 0.01631743088364601, 0.06432666629552841, 0.03613920509815216]","[0.09279044717550278, 0.0060308403335511684, 0.0029311571270227432, 0.0015947888605296612, 0.07781990617513657, 0.01880078762769699, 0.018131276592612267, 0.003040563315153122, 0.04411317780613899, 0.004464073106646538, 0.04518981650471687, 0.010673104785382748]"
275,4,35,2,P,S,P,P_P-S,Выводы из поражения были верными из-за тщательного анализа ситуации.,"[0.011745680123567581, 0.0021212929859757423, 0.0007260616985149682, 9.201432840200141e-05, 0.00629722373560071, 0.036145735532045364, 0.19277678430080414, 0.028657758608460426, 0.14207568764686584, 0.0048020873218774796, 0.03653278946876526, 0.024927718564867973]","[0.15356571972370148, 0.0002461819094605744, 0.003715390106663108, 0.0005623368779197335, 0.045197732746601105, 0.07627802342176437, 0.003982770722359419, 0.0006223814561963081, 0.04297783598303795, 0.0008255466818809509, 0.0341363362967968, 0.004479757510125637]"
276,5,35,2,P,P,S,S_P-P,Выводы из поражений был верным из-за тщательного анализа ситуации.,"[0.3323671817779541, 0.008526028133928776, 0.1460549235343933, 0.003810654627159238, 0.022100800648331642, 0.07144442945718765, 0.10780050605535507, 0.052873317152261734, 0.0743350014090538, 0.017131811007857323, 0.06386800855398178, 0.03357754647731781]","[0.07183238118886948, 0.00592329865321517, 0.005573693662881851, 0.0014781034551560879, 0.06199982389807701, 0.023687804117798805, 0.014254595153033733, 0.0026941762771457434, 0.03161599487066269, 0.004329447168856859, 0.04711218550801277, 0.012978333048522472]"
277,6,35,2,P,P,P,P_P-P,Выводы из поражений были верными из-за тщательного анализа ситуации.,"[0.011256225407123566, 0.0022703884169459343, 0.0004619901883415878, 0.0001025650417432189, 0.006836549378931522, 0.03130444139242172, 0.16897368431091309, 0.03447436913847923, 0.13864044845104218, 0.00560431182384491, 0.033439334481954575, 0.021018382161855698]","[0.1555538922548294, 0.0004086974076926708, 0.001955626532435417, 0.00033741851802915335, 0.04910954833030701, 0.09690386801958084, 0.007720588240772486, 0.0010542600648477674, 0.046792320907115936, 0.0015422019641846418, 0.03480947017669678, 0.0063299634493887424]"
278,7,35,2,S,S,S,S_S-S,Вывод из поражения  был верным из-за тщательного анализа ситуации.,"[0.02067670039832592, 0.006860595196485519, 0.0015393970534205437, 8.237404836108908e-05, 0.02429882250726223, 0.045197103172540665, 0.11134380102157593, 0.027759818360209465, 0.10900762677192688, 0.0045697628520429134, 0.0695517361164093, 0.04855548217892647]","[0.07319872081279755, 0.002317269565537572, 0.005248841363936663, 0.0002806364791467786, 0.0582343153655529, 0.011475143022835255, 0.010087682865560055, 0.0019663728307932615, 0.0409562774002552, 0.0020260766614228487, 0.04875592514872551, 0.010078594088554382]"
279,8,35,2,S,S,P,P_S-S,Вывод из поражения  были верными из-за тщательного анализа ситуации.,"[0.22130529582500458, 0.009913809597492218, 0.059818804264068604, 0.0019022187916561961, 0.00906306691467762, 0.06279995292425156, 0.12047333270311356, 0.04872902110219002, 0.10561805963516235, 0.008777162060141563, 0.060188040137290955, 0.023386118933558464]","[0.07513544708490372, 0.0014024910051375628, 0.0023389793932437897, 0.0011652064276859164, 0.04637905955314636, 0.01835465058684349, 0.02044278383255005, 0.0023892424069344997, 0.06479885429143906, 0.004151339177042246, 0.033403363078832626, 0.009568081237375736]"
280,1,36,2,S,P,P,P_S-P,Выдержка из книг были краткими для упрощения процесса запоминания.,"[0.18852441012859344, 0.0020760875195264816, 0.03774525597691536, 0.0040842997841537, 0.011945661157369614, 0.08343400806188583, 0.1956312656402588, 0.028453446924686432, 0.11893992871046066, 0.00614793598651886, 0.05353512987494469, 0.018377499654889107]","[0.011386660858988762, 0.0007733989041298628, 0.0015870502684265375, 0.0014518389943987131, 0.07000990211963654, 0.025261174887418747, 0.022220037877559662, 0.003275079419836402, 0.11046893894672394, 0.0009264372056350112, 0.014103868044912815, 0.011245300993323326]"
281,2,36,2,P,S,S,S_P-S,Выдержки из книги была краткой для упрощения процесса запоминания.,"[0.23760436475276947, 0.0020656755659729242, 0.0754506066441536, 0.001593731576576829, 0.03521183878183365, 0.05354088917374611, 0.05890338122844696, 0.009625915437936783, 0.12746669352054596, 0.00639854883775115, 0.034848902374506, 0.0218991469591856]","[0.0005128139746375382, 0.0009786172304302454, 0.0013616373762488365, 0.0162226352840662, 0.043387867510318756, 0.01791978068649769, 0.013781843706965446, 0.011161149479448795, 0.017061907798051834, 0.004121913108974695, 0.006824469659477472, 0.002885461552068591]"
282,3,36,2,P,S,P,P_P-S,Выдержки из книги были краткими для упрощения процесса запоминания.,"[0.026560137048363686, 0.0010047833202406764, 0.001082124188542366, 0.00031103435321711004, 0.015654662624001503, 0.04548046365380287, 0.04630090668797493, 0.009668986313045025, 0.1290133148431778, 0.0005773043958470225, 0.024730702862143517, 0.01834452524781227]","[0.020736459642648697, 0.0015599348116666079, 0.007683904841542244, 0.13991039991378784, 0.020439714193344116, 0.07876768708229065, 0.039068013429641724, 0.03424743562936783, 0.04661175608634949, 0.019750170409679413, 0.010890190489590168, 0.005949168466031551]"
283,4,36,2,P,P,S,S_P-P,Выдержки из книг была краткой для упрощения процесса запоминания.,"[0.1801254004240036, 0.0016280467389151454, 0.0689103901386261, 0.0014677554136142135, 0.038744211196899414, 0.061163417994976044, 0.06164545565843582, 0.010280748829245567, 0.15449531376361847, 0.007156452164053917, 0.03728010877966881, 0.020055023953318596]","[0.005098219029605389, 0.0003867151972372085, 0.002491449238732457, 0.0008376754121854901, 0.14760911464691162, 0.028675362467765808, 0.02095254324376583, 0.0029189176857471466, 0.039557475596666336, 0.00206689047627151, 0.021115534007549286, 0.0047879754565656185]"
284,5,36,2,P,P,P,P_P-P,Выдержки из книг были краткими для упрощения процесса запоминания.,"[0.031199628487229347, 0.000945848471019417, 0.0013608457520604134, 0.00045451047481037676, 0.018002210184931755, 0.058095645159482956, 0.053379107266664505, 0.01248913910239935, 0.13220830261707306, 0.0006724519189447165, 0.027584202587604523, 0.01611221581697464]","[0.006889090873301029, 0.0001305184850934893, 0.0004895028541795909, 0.00030461023561656475, 0.06152641773223877, 0.03562205284833908, 0.005680023692548275, 0.00031210712040774524, 0.11603067070245743, 3.671897866297513e-05, 0.01039517018944025, 0.0076780482195317745]"
285,6,36,2,S,S,S,S_S-S,Выдержка из книги была краткой для упрощения процесса запоминания.,"[0.024787573143839836, 0.003375010099261999, 0.005120499990880489, 0.00017285345529671758, 0.034566767513751984, 0.03848355636000633, 0.057744383811950684, 0.005595008842647076, 0.11171109229326248, 0.0016159588703885674, 0.03937104716897011, 0.018269933760166168]","[0.006630025804042816, 0.0015007115434855223, 0.0033672519493848085, 0.06113455444574356, 0.05186649039387703, 0.04231051355600357, 0.027177143841981888, 0.018563341349363327, 0.0199128370732069, 0.014915898442268372, 0.008668395690619946, 0.0033606383949518204]"
286,7,36,2,S,S,P,P_S-S,Выдержка из книги были краткими для упрощения процесса запоминания.,"[0.1962980479001999, 0.0026982780545949936, 0.037785548716783524, 0.003283710451796651, 0.013074696995317936, 0.0734100416302681, 0.19125080108642578, 0.02321142517030239, 0.12781932950019836, 0.007645829115062952, 0.049968596547842026, 0.01672830618917942]","[0.00667171273380518, 0.0023845629766583443, 0.010607562959194183, 0.14067910611629486, 0.018859034404158592, 0.04981030523777008, 0.021703016012907028, 0.032707054167985916, 0.02540794387459755, 0.02437134087085724, 0.01015113852918148, 0.005846772342920303]"
287,8,36,2,S,P,S,S_S-P,Выдержка из книг была краткой для упрощения процесса запоминания.,"[0.03291834145784378, 0.004011688753962517, 0.007649874314665794, 0.0002767337718978524, 0.030707892030477524, 0.053237102925777435, 0.07736506313085556, 0.01013836171478033, 0.13912619650363922, 0.002420008648186922, 0.05103097856044769, 0.025961102917790413]","[0.15534517168998718, 0.003054312663152814, 0.007163293659687042, 0.0008147377520799637, 0.20605191588401794, 0.04417077451944351, 0.016365965828299522, 0.001194617128930986, 0.08893081545829773, 0.0011568230111151934, 0.021826710551977158, 0.007557435426861048]"
288,1,37,2,P,S,S,S_P-S,Выписки из программы была сделана во время затянувшегося заседания.,"[0.26275715231895447, 0.01605544053018093, 0.07474323362112045, 0.0034293963108211756, 0.0404055155813694, 0.06904429197311401, 0.06666837632656097, 0.023680374026298523, 0.12658758461475372, 0.02363184653222561, 0.08098340779542923, 0.04422954097390175]","[0.032712437212467194, 0.0016896638553589582, 0.006282041314989328, 0.000952661270275712, 0.2381628453731537, 0.04079798609018326, 0.022935617715120316, 0.008987925946712494, 0.08737855404615402, 0.003824272658675909, 0.05980221927165985, 0.013154076412320137]"
289,2,37,2,P,S,P,P_P-S,Выписки из программы были сделаны во время затянувшегося заседания.,"[0.19963301718235016, 0.016725661233067513, 0.005899615120142698, 0.0009807769674807787, 0.0094904825091362, 0.08258264511823654, 0.1712508350610733, 0.024166831746697426, 0.15368036925792694, 0.008462179452180862, 0.07074735313653946, 0.04175885021686554]","[0.1180114820599556, 0.0004386072978377342, 0.04195580631494522, 0.002211021026596427, 0.25061148405075073, 0.09176219999790192, 0.01116433460265398, 0.005007480271160603, 0.15173622965812683, 0.0023842055816203356, 0.07102007418870926, 0.016785185784101486]"
290,3,37,2,P,P,S,S_P-P,Выписки из программ была сделана во время затянувшегося заседания.,"[0.2521360218524933, 0.010293872095644474, 0.08541825413703918, 0.0031597677152603865, 0.03773409500718117, 0.06808092445135117, 0.07625029981136322, 0.02228456176817417, 0.13386081159114838, 0.023214703425765038, 0.07712609320878983, 0.03925606980919838]","[0.027576081454753876, 0.0009088093065656722, 0.020705999806523323, 0.0013078986667096615, 0.25562581419944763, 0.10786662250757217, 0.03201327100396156, 0.0023164923768490553, 0.06653587520122528, 0.004916318692266941, 0.04365387186408043, 0.010263894684612751]"
291,4,37,2,P,P,P,P_P-P,Выписки из программ были сделаны во время затянувшегося заседания.,"[0.1610672026872635, 0.011460788547992706, 0.003958171233534813, 0.0008909006719477475, 0.00912567600607872, 0.04834924265742302, 0.16237030923366547, 0.013867882080376148, 0.14020569622516632, 0.003926258999854326, 0.0620875209569931, 0.035263724625110626]","[0.02590295299887657, 0.0005077091627754271, 0.04229462146759033, 0.0028238086961209774, 0.24353107810020447, 0.2907341718673706, 0.02477290667593479, 0.004771823063492775, 0.16864535212516785, 0.0029338523745536804, 0.04465378448367119, 0.016696134582161903]"
292,5,37,2,S,S,S,S_S-S,Выписка из программы была сделана во время затянувшегося заседания.,"[0.18789051473140717, 0.011314434930682182, 0.01590457558631897, 1.0346741873945575e-05, 0.03053884021937847, 0.023435138165950775, 0.0681755319237709, 0.005696595646440983, 0.19916531443595886, 0.0018643768271431327, 0.052032291889190674, 0.03694140911102295]","[0.10186494886875153, 0.0022169994190335274, 0.009311545640230179, 2.6961147341353353e-06, 0.3227388858795166, 0.02129545994102955, 0.015953466296195984, 0.006659791339188814, 0.14033879339694977, 0.0012301028473302722, 0.04545486345887184, 0.029936589300632477]"
293,6,37,2,S,S,P,P_S-S,Выписка из программы были сделаны во время затянувшегося заседания.,"[0.4430910348892212, 0.02090274728834629, 0.20423203706741333, 0.008985262364149094, 0.02619077078998089, 0.06714388728141785, 0.16464628279209137, 0.024731654673814774, 0.18615669012069702, 0.01862195134162903, 0.09952400624752045, 0.030903685837984085]","[0.0060493675991892815, 0.0009234357858076692, 0.017135903239250183, 0.001550403074361384, 0.1667085438966751, 0.06348612159490585, 0.02288447692990303, 0.017575381323695183, 0.1351669728755951, 0.005755268968641758, 0.06296397745609283, 0.02468985505402088]"
294,7,37,2,S,P,S,S_S-P,Выписка из программ была сделана во время затянувшегося заседания.,"[0.1450956165790558, 0.010769525542855263, 0.013491223566234112, 2.8660844691330567e-05, 0.02323215827345848, 0.023445606231689453, 0.06968744099140167, 0.006340791005641222, 0.1818314790725708, 0.0021665350068360567, 0.05635412409901619, 0.040726274251937866]","[0.29802656173706055, 0.0041108522564172745, 0.0333559513092041, 3.819126504822634e-05, 0.3753274381160736, 0.19777816534042358, 0.04670414701104164, 0.011398144997656345, 0.17041799426078796, 0.003118838183581829, 0.030436363071203232, 0.028283344581723213]"
295,8,37,2,S,P,P,P_S-P,Выписка из программ были сделаны во время затянувшегося заседания.,"[0.437115341424942, 0.020074913278222084, 0.19887903332710266, 0.009347730316221714, 0.02235116809606552, 0.06838325411081314, 0.1626979261636734, 0.02075999788939953, 0.15221092104911804, 0.017895294353365898, 0.10471273958683014, 0.029471902176737785]","[0.00905696488916874, 0.0032963466364890337, 0.0021594581194221973, 0.003599293762817979, 0.17983858287334442, 0.12423545867204666, 0.05772648751735687, 0.04311879351735115, 0.2258034348487854, 0.01357303373515606, 0.043075449764728546, 0.0358082577586174]"
296,1,38,2,P,S,P,P_P-S,Выходы из ситуации были очевидными для опытного школьного психолога.,"[0.019558319821953773, 0.0034286794252693653, 0.0008374893222935498, 0.0001883443765109405, 0.015560789965093136, 0.02605607360601425, 0.06083321198821068, 0.014800382778048515, 0.13776461780071259, 0.0009649147395975888, 0.03398942947387695, 0.03655733913183212]","[8.053849160205573e-05, 3.918448055628687e-05, 6.550994294229895e-05, 1.190955845231656e-05, 0.012821060605347157, 0.053417302668094635, 0.0020156416576355696, 0.00041905976831912994, 0.016402781009674072, 4.55705558124464e-05, 0.00668802484869957, 0.0017035227501764894]"
297,2,38,2,P,P,S,S_P-P,Выходы из ситуаций был очевидным для опытного школьного психолога.,"[0.18580561876296997, 0.004227995872497559, 0.06414403766393661, 0.0024182822089642286, 0.020198320969939232, 0.02307785488665104, 0.06750652194023132, 0.012924540787935257, 0.09524545073509216, 0.004672778304666281, 0.07006297260522842, 0.026051238179206848]","[0.0029599848203361034, 0.00262255035340786, 0.01491671521216631, 0.0005197286373004317, 0.03907424956560135, 0.06536556780338287, 0.02422190271317959, 0.0028768875636160374, 0.030757753178477287, 0.0005885613500140607, 0.0297111626714468, 0.0044253007508814335]"
298,3,38,2,P,P,P,P_P-P,Выходы из ситуаций были очевидными для опытного школьного психолога.,"[0.006999763660132885, 0.0015887179179117084, 0.0003869850770570338, 0.0001038963528117165, 0.011615097522735596, 0.014404604211449623, 0.02687748707830906, 0.005483976565301418, 0.08257526904344559, 0.000746409292332828, 0.03044762648642063, 0.01956166885793209]","[0.005506127141416073, 0.00032263353932648897, 0.00041239551501348615, 0.00013743941963184625, 0.029216304421424866, 0.10356171429157257, 0.025250842794775963, 0.002386050997301936, 0.06399442255496979, 0.00021276460029184818, 0.022423766553401947, 0.004384252242743969]"
299,4,38,2,S,S,S,S_S-S,Выход из ситуации  был очевидным для опытного школьного психолога.,"[0.01023602019995451, 0.006268199533224106, 0.0029010786674916744, 6.392198702087626e-05, 0.03330723196268082, 0.026096537709236145, 0.022890359163284302, 0.0022582069505006075, 0.12652403116226196, 0.0005791583098471165, 0.05948466435074806, 0.038223061710596085]","[0.0001317358110100031, 0.0005821023951284587, 0.00015996261208783835, 3.248649591114372e-06, 0.014494647271931171, 0.023824650794267654, 0.004797670990228653, 0.000419952702941373, 0.02033822424709797, 3.59368568751961e-05, 0.008556313812732697, 0.0034099281765520573]"
300,5,38,2,S,S,P,P_S-S,Выход из ситуации  были очевидными для опытного школьного психолога.,"[0.2426198422908783, 0.005591553635895252, 0.09514006227254868, 0.0017606467008590698, 0.022506363689899445, 0.02089432254433632, 0.07514272630214691, 0.00951551366597414, 0.14566902816295624, 0.005887971725314856, 0.07822614908218384, 0.011520679108798504]","[0.000502822978887707, 7.391257531708106e-05, 0.0008710334077477455, 7.550095324404538e-05, 0.01485739927738905, 0.024128522723913193, 0.0046091945841908455, 0.0017308434471488, 0.019736072048544884, 0.00037647984572686255, 0.017225157469511032, 0.003366256831213832]"
301,6,38,2,S,P,S,S_S-P,Выход из ситуаций был очевидным для опытного школьного психолога.,"[0.010794526897370815, 0.005817539989948273, 0.0030141016468405724, 6.321672844933346e-05, 0.027158338576555252, 0.02571880631148815, 0.03169824928045273, 0.003152365330606699, 0.09050832688808441, 0.0011717671295627952, 0.061976782977581024, 0.037316128611564636]","[0.09449133276939392, 0.005800556391477585, 0.03599786385893822, 0.0004475263995118439, 0.05370490998029709, 0.050927821546792984, 0.02762014791369438, 0.0020578301046043634, 0.08058108389377594, 0.00042926918831653893, 0.022003989666700363, 0.011857064440846443]"
302,7,38,2,S,P,P,P_S-P,Выход из ситуаций были очевидными для опытного школьного психолога.,"[0.25565534830093384, 0.004209977574646473, 0.06156080216169357, 0.0012685424881055951, 0.015054469928145409, 0.015915358439087868, 0.05529838055372238, 0.011013219133019447, 0.10391230881214142, 0.005656749941408634, 0.07039521634578705, 0.011882854625582695]","[0.008233705535531044, 0.0008760510827414691, 0.000977632706053555, 0.0005796553450636566, 0.03279576450586319, 0.04521743208169937, 0.05138109251856804, 0.03552316129207611, 0.08793230354785919, 0.002356393728405237, 0.030705219134688377, 0.008072352036833763]"
303,8,38,2,P,S,S,S_P-S,Выходы из ситуации был очевидным для опытного школьного психолога.,"[0.22955138981342316, 0.010334793478250504, 0.08631343394517899, 0.0031711969058960676, 0.023963039740920067, 0.019732702523469925, 0.08868604153394699, 0.018773576244711876, 0.1062815859913826, 0.00596277043223381, 0.07810597121715546, 0.034090593457221985]","[0.00011706534132827073, 0.0013326064217835665, 0.0002445130667183548, 8.197571150958538e-05, 0.02075907588005066, 0.03525685891509056, 0.02063833549618721, 0.002456994028761983, 0.01806805655360222, 0.0002102142316289246, 0.02503960020840168, 0.003598288632929325]"
304,1,39,2,P,P,S,S_P-P,Доски для афиш была прибита к ограде маленького театра.,"[0.45350176095962524, 0.0036051543429493904, 0.14072714745998383, 0.0007954217144288123, 0.03957217559218407, 0.05918809771537781, 0.07410494983196259, 0.021302521228790283, 0.2185509353876114, 0.008717784658074379, 0.036306433379650116, 0.010848764330148697]","[0.00013635942013934255, 0.00012467500346247107, 9.089488594327122e-05, 6.272000973694958e-06, 0.07936412841081619, 0.0030665507074445486, 0.0011395453475415707, 0.0009398953407071531, 0.01163325272500515, 0.00016756828699726611, 0.009005431085824966, 0.0009648051927797496]"
305,2,39,2,P,P,P,P_P-P,Доски для афиш были прибиты к ограде маленького театра.,"[0.018599458038806915, 2.9891434678575024e-05, 0.0005613458342850208, 1.2508587943216298e-08, 0.006581070367246866, 0.005479495506733656, 0.06660504639148712, 0.0007211287156678736, 0.08833283185958862, 8.516832895111293e-05, 0.003053331281989813, 0.00019150818116031587]","[0.005079024937003851, 1.2467830856621731e-05, 0.0003281136159785092, 1.139703886821053e-10, 0.05713726952672005, 0.0019074945012107491, 0.0013277418911457062, 4.752107633976266e-05, 0.008967750705778599, 2.6001414425991243e-06, 0.0001908964040922001, 0.00012328541197348386]"
306,3,39,2,S,S,S,S_S-S,Доска для афиши была прибита к ограде маленького театра.,"[0.02555924654006958, 0.0014193934621289372, 0.0035566205624490976, 1.3543894965550862e-05, 0.02346520684659481, 0.016372989863157272, 0.023430921137332916, 0.00956509169191122, 0.15850195288658142, 0.0007131401798687875, 0.01941162720322609, 0.009313461370766163]","[0.010556136257946491, 0.0002670505491551012, 0.0011847724672406912, 1.0090138857776765e-06, 0.11860296130180359, 0.0033087849151343107, 0.001984233967959881, 0.003576569026336074, 0.043484240770339966, 9.150854748440906e-05, 0.005216311197727919, 0.0022132601588964462]"
307,4,39,2,S,S,P,P_S-S,Доска для афиши были прибиты к ограде маленького театра.,"[0.1228189691901207, 0.0009102931362576783, 0.1072462797164917, 0.0005194218829274178, 0.012162389233708382, 0.03709091991186142, 0.0811135396361351, 0.007576520089060068, 0.10657808929681778, 0.004607136361300945, 0.030327176675200462, 0.0036055620294064283]","[0.0021743844263255596, 0.00013776142441201955, 0.0008077929960563779, 8.292621714645065e-06, 0.04630659148097038, 0.006843688897788525, 0.002553465310484171, 0.008427433669567108, 0.04185923561453819, 0.000565005699172616, 0.0075926100835204124, 0.0017660896992310882]"
308,5,39,2,S,P,S,S_S-P,Доска для афиш была прибита к ограде маленького театра.,"[0.03843576833605766, 0.0018623522482812405, 0.007634846027940512, 1.2232277185830753e-05, 0.03242434933781624, 0.0193434190005064, 0.03418230265378952, 0.012385837733745575, 0.18904122710227966, 0.0006167571409605443, 0.019694160670042038, 0.011245637200772762]","[0.014565696939826012, 0.0003559866745490581, 0.0006493739201687276, 8.228775527641119e-07, 0.10685954988002777, 0.0008191578090190887, 0.0015444403979927301, 0.0006094013806432486, 0.030307836830615997, 6.861755537101999e-05, 0.0034820265136659145, 0.0009783272398635745]"
309,6,39,2,S,P,P,P_S-P,Доска для афиш были прибиты к ограде маленького театра.,"[0.2392769306898117, 0.0009107732912525535, 0.08891679346561432, 0.00046527525410056114, 0.011531902477145195, 0.03516829386353493, 0.13687631487846375, 0.010114623233675957, 0.1349831223487854, 0.00588860223069787, 0.032370634377002716, 0.005300290882587433]","[0.004608622752130032, 7.494022429455072e-05, 0.00026960574905388057, 1.4898503195581725e-06, 0.03971466049551964, 0.004368870053440332, 0.0004234898369759321, 0.001136746141128242, 0.023942306637763977, 9.919267904479057e-05, 0.009131933562457561, 0.0006822115974500775]"
310,7,39,2,P,S,S,S_P-S,Доски для афиши была прибита к ограде маленького театра.,"[0.4639281928539276, 0.003866716520860791, 0.10100630670785904, 0.0010100436629727483, 0.03256964311003685, 0.05706919729709625, 0.06949364393949509, 0.02163536846637726, 0.19452665746212006, 0.011842995882034302, 0.04071886092424393, 0.010884696617722511]","[0.00030817228252999485, 0.00047399286995641887, 0.0001533993927296251, 1.626595258130692e-05, 0.09677574783563614, 0.011118398047983646, 0.0055387066677212715, 0.02245514653623104, 0.029072923585772514, 0.0008035344071686268, 0.01128540188074112, 0.00264330068603158]"
311,8,39,2,P,S,P,P_P-S,Доски для афиши были прибиты к ограде маленького театра.,"[0.021582821384072304, 3.800172635237686e-05, 0.0006965413922443986, 2.1618483003749134e-08, 0.0043532224372029305, 0.005777107086032629, 0.06820611655712128, 0.0011252972763031721, 0.07467707991600037, 0.00012779976532328874, 0.003868247615173459, 0.0003160567721351981]","[0.046676985919475555, 2.210806997027248e-05, 0.0077714151702821255, 6.616004633031025e-09, 0.06750816106796265, 0.008985687978565693, 0.0032530375756323338, 0.00047289137728512287, 0.016737643629312515, 4.773472937813494e-06, 0.0018624805379658937, 0.00041508651338517666]"
312,1,40,2,P,P,P,P_P-P,Задержки из-за наводнений были пугающими из-за отсутствия достоверной информации.,"[0.013812139630317688, 7.840019679861143e-05, 0.00029537646332755685, 0.00011139135312987491, 0.005665328819304705, 0.02508452907204628, 0.046184342354536057, 0.0010725886095315218, 0.060624461621046066, 0.01002573873847723, 0.04642773047089577, 0.010944894514977932]","[0.0007767181959934533, 4.453628935152665e-05, 5.4110314522404224e-05, 1.6853062334121205e-05, 0.016968069598078728, 0.04045699164271355, 0.0083907600492239, 0.00014945543080102652, 0.04376358538866043, 0.0005861093522980809, 0.009529688395559788, 0.0021678260527551174]"
313,2,40,2,S,S,S,S_S-S,Задержка из-за наводнения была пугающей из-за отсутствия достоверной информации.,"[0.030605608597397804, 0.0027125084307044744, 0.0013485219096764922, 0.00012925476767122746, 0.021996257826685905, 0.03827591612935066, 0.027629081159830093, 0.0020465769339352846, 0.11032997071743011, 0.014307474717497826, 0.0642903596162796, 0.03232184797525406]","[0.0002546040341258049, 0.00024614398716948926, 2.8884276616736315e-05, 9.889855391520541e-06, 0.0382816419005394, 0.012667404487729073, 0.004316029138863087, 0.00039737060433253646, 0.0210040844976902, 0.0006981989135965705, 0.007479730062186718, 0.0018830944318324327]"
314,3,40,2,S,S,P,P_S-S,Задержка из-за наводнения были пугающими из-за отсутствия достоверной информации.,"[0.22133713960647583, 0.0007857808959670365, 0.04047179967164993, 0.0020609376952052116, 0.008939906023442745, 0.04015205055475235, 0.08850276470184326, 0.0043167052790522575, 0.10036356002092361, 0.03233110532164574, 0.06695690006017685, 0.013729878701269627]","[8.232959953602403e-05, 3.975222716690041e-05, 0.00022742133296560496, 1.742726999509614e-05, 0.009386728517711163, 0.011654846370220184, 0.002947760745882988, 0.0003160655323881656, 0.012622375972568989, 0.0006124823121353984, 0.007292536552995443, 0.0011326574021950364]"
315,4,40,2,S,P,S,S_S-P,Задержка из-за наводнений была пугающей из-за отсутствия достоверной информации.,"[0.038103025406599045, 0.0035229139029979706, 0.0014054217608645558, 0.00015173012798186392, 0.0196356400847435, 0.04289309307932854, 0.033305808901786804, 0.0031008946243673563, 0.10944736003875732, 0.01805567741394043, 0.06969831138849258, 0.032802365720272064]","[0.0061743720434606075, 0.000552843208424747, 0.00018932987586595118, 4.744293983094394e-05, 0.06109810993075371, 0.03252352029085159, 0.010064372792840004, 0.00044065475231036544, 0.028050139546394348, 0.0010539765935391188, 0.009535672143101692, 0.004327756818383932]"
316,5,40,2,S,P,P,P_S-P,Задержка из-за наводнений были пугающими из-за отсутствия достоверной информации.,"[0.2272595763206482, 0.0008373245946131647, 0.028367748484015465, 0.0020411829464137554, 0.006814487278461456, 0.038958922028541565, 0.08295411616563797, 0.00481547461822629, 0.0916157141327858, 0.03470369055867195, 0.06889879703521729, 0.013400251045823097]","[0.0001978849759325385, 0.00028264764114283025, 9.69494431046769e-05, 6.636387843172997e-05, 0.016035733744502068, 0.019996050745248795, 0.01259453035891056, 0.002683144761249423, 0.03318333625793457, 0.0014673066325485706, 0.010398052632808685, 0.002495270688086748]"
317,6,40,2,P,S,S,S_P-S,Задержки из-за наводнения была пугающей из-за отсутствия достоверной информации.,"[0.20587870478630066, 0.002577607985585928, 0.06105152145028114, 0.0013649665052071214, 0.02268933691084385, 0.057852521538734436, 0.037447068840265274, 0.005136316642165184, 0.11685527116060257, 0.02008061856031418, 0.058033160865306854, 0.024548916146159172]","[0.0001007556202239357, 0.00026170210912823677, 5.2162846259307116e-05, 1.7163189113489352e-05, 0.034165315330028534, 0.014049318619072437, 0.00331288343295455, 0.0003470267402008176, 0.014158159494400024, 0.001087209559045732, 0.008689135313034058, 0.0019898207392543554]"
318,7,40,2,P,S,P,P_P-S,Задержки из-за наводнения были пугающими из-за отсутствия достоверной информации.,"[0.012713566422462463, 6.926568312337622e-05, 0.00035205669701099396, 0.0001158540544565767, 0.006381292827427387, 0.029081176966428757, 0.05746675655245781, 0.0010151983005926013, 0.06211258843541145, 0.008248778060078621, 0.04316609725356102, 0.013000844046473503]","[0.0003014621906913817, 2.1541634851018898e-05, 9.09639275050722e-05, 7.423082024615724e-06, 0.014150803908705711, 0.022356156259775162, 0.004027795512229204, 0.0001427935785613954, 0.037853486835956573, 0.0005360341747291386, 0.009784286841750145, 0.0014606924960389733]"
319,8,40,2,P,P,S,S_P-P,Задержки из-за наводнений была пугающей из-за отсутствия достоверной информации.,"[0.1957397311925888, 0.002072141272947192, 0.05886038765311241, 0.0012643063673749566, 0.020559417083859444, 0.05965220928192139, 0.038687918335199356, 0.005299510434269905, 0.11229501664638519, 0.020691566169261932, 0.061859749257564545, 0.02350345067679882]","[0.00037174514727666974, 0.00022344505123328418, 0.00013836348080076277, 3.661176742753014e-05, 0.03689991682767868, 0.021317008882761, 0.005017054732888937, 0.0002638568403199315, 0.01602422259747982, 0.0010903272777795792, 0.010625365190207958, 0.002923086751252413]"
