,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
249,2,32,1,S,S,S,S_S-S,Ссылка на сайт была дана в списке источников статьи.,"[0.000483378185890615, 0.011840084567666054, 0.015521776862442493, 0.006908022332936525, 0.030313653871417046, 0.0021819157991558313, 0.003073250874876976, 0.013979112729430199, 0.020380854606628418, 0.0016233305213972926, 0.019747581332921982, 0.011854203417897224]","[0.0020160051062703133, 0.01345636136829853, 0.026401640847325325, 0.011717505753040314, 0.011886820197105408, 0.003502902342006564, 0.010262230411171913, 0.0032331114634871483, 0.01042206585407257, 0.003832971677184105, 0.0058367131277918816, 0.00829765759408474]"
250,3,32,1,S,S,P,P_S-S,Ссылка на сайт были даны в списке источников статьи.,"[0.0004289597272872925, 0.009693396277725697, 0.00986744835972786, 0.0053703077137470245, 0.012948235496878624, 0.0012428333284333348, 0.0010213800705969334, 0.007020002231001854, 0.00491861067712307, 0.00018370168982073665, 0.021702751517295837, 0.004708956927061081]","[0.0023799824994057417, 0.01552166510373354, 0.00647622998803854, 0.011717118322849274, 0.005883802659809589, 0.0039323559030890465, 0.007023392710834742, 0.002744552679359913, 0.003015185473486781, 0.0007170210592448711, 0.006622500717639923, 0.0042644888162612915]"
251,4,32,1,S,P,S,S_S-P,Ссылка на сайты была дана в списке источников статьи.,"[0.0005331824067980051, 0.010309521108865738, 0.01662471704185009, 0.006707118824124336, 0.02137172222137451, 0.0026793498545885086, 0.0031029258389025927, 0.011979173868894577, 0.01902468316257, 0.0015115276910364628, 0.01599574089050293, 0.011503982357680798]","[0.0017699807649478316, 0.008526821620762348, 0.007023226469755173, 0.006803522817790508, 0.004313006531447172, 0.0051497528329491615, 0.005173731595277786, 0.002282137284055352, 0.014635390602052212, 0.00189789361320436, 0.0028963014483451843, 0.0061425515450537205]"
252,5,32,1,S,P,P,P_S-P,Ссылка на сайты были даны в списке источников статьи.,"[0.0002988426713272929, 0.010819189250469208, 0.010190770030021667, 0.0056289490312337875, 0.007410845719277859, 0.0008984156884253025, 0.0004452893044799566, 0.003799447324126959, 0.005437638610601425, 0.00010277958062943071, 0.028700485825538635, 0.00667852908372879]","[0.002167684491723776, 0.03421006724238396, 0.002803086768835783, 0.010176855139434338, 0.0026079423259943724, 0.002780195092782378, 0.0030249932315200567, 0.0016424967907369137, 0.01187832746654749, 0.00020318027236498892, 0.010701116174459457, 0.00797430519014597]"
253,6,32,1,P,S,S,S_P-S,Ссылки на сайт была дана в списке источников статьи.,"[0.0009348284220322967, 0.005113373044878244, 0.017727579921483994, 0.0021805090364068747, 0.02804054506123066, 0.006213880144059658, 0.00887800008058548, 0.01479415874928236, 0.012022718787193298, 0.004017848055809736, 0.00893548782914877, 0.008377931080758572]","[0.0029879070352762938, 0.014385534450411797, 0.03255169466137886, 0.010107053443789482, 0.013730227947235107, 0.008953494019806385, 0.016275517642498016, 0.0066924020648002625, 0.012289423495531082, 0.006741628982126713, 0.008059253916144371, 0.00997842289507389]"
254,7,32,1,P,S,P,P_P-S,Ссылки на сайт были даны в списке источников статьи.,"[0.0009900429286062717, 0.016988925635814667, 0.01066511869430542, 0.008749867789447308, 0.028778770938515663, 0.0034965653903782368, 0.002800689311698079, 0.009118221700191498, 0.027303213253617287, 0.0016964627429842949, 0.019435344263911247, 0.007831266149878502]","[0.0021876273676753044, 0.015034660696983337, 0.021823519840836525, 0.012842748314142227, 0.013145675882697105, 0.003872375935316086, 0.011680645868182182, 0.0030189789831638336, 0.007944401353597641, 0.004086108412593603, 0.010896848514676094, 0.008806037716567516]"
255,8,32,1,P,P,S,S_P-P,Ссылки на сайты была дана в списке источников статьи.,"[0.0011093835346400738, 0.004575821571052074, 0.014517895877361298, 0.0024246848188340664, 0.019683312624692917, 0.007102552801370621, 0.008209357038140297, 0.012773919850587845, 0.010875634849071503, 0.0035878897178918123, 0.006871591322124004, 0.007005459163337946]","[0.004182429052889347, 0.010816636495292187, 0.009277066215872765, 0.006031603552401066, 0.00658908486366272, 0.01410875003784895, 0.0114293172955513, 0.006813321262598038, 0.02102436125278473, 0.0042839376255869865, 0.00444543082267046, 0.008619147352874279]"
256,1,33,2,S,S,S,S_S-S,Аргумент против обвинения был сокрушительным для адвоката пострадавшей стороны.,"[9.763832349563017e-05, 0.013537175953388214, 0.010687283240258694, 0.02175014652311802, 0.004660664591938257, 0.0008720086771063507, 0.0001315601693931967, 0.013047588057816029, 0.00695415586233139, 0.00035064652911387384, 0.010502617806196213, 0.006845276802778244]","[0.0002724773657973856, 0.003950532991439104, 0.00352359632961452, 0.012272697873413563, 0.00162006716709584, 0.003515300340950489, 0.0005072049680165946, 0.0010487963445484638, 0.0023151570931077003, 0.0006510659004561603, 0.001732317148707807, 0.0009861321887001395]"
257,2,33,2,S,S,P,P_S-S,Аргумент против обвинения были сокрушительными для адвоката пострадавшей стороны.,"[0.0002626714122015983, 0.0064476667903363705, 0.017219865694642067, 0.006330702919512987, 0.010061127133667469, 0.002927664900198579, 0.0001885038218460977, 0.00635555712506175, 0.0008774427697062492, 0.0005160486907698214, 0.003368027275428176, 0.005012397188693285]","[0.0005063233547843993, 0.004365260247141123, 0.007728529628366232, 0.010267931036651134, 0.0022602626122534275, 0.00684555247426033, 0.0012226158287376165, 0.0015492340316995978, 0.0010200474644079804, 0.0015572994016110897, 0.0012525917263701558, 0.0009122298215515912]"
258,3,33,2,S,P,S,S_S-P,Аргумент против обвинений был сокрушительным для адвоката пострадавшей стороны.,"[0.00011256112338742241, 0.015134292654693127, 0.007344424724578857, 0.022694909945130348, 0.005383794661611319, 0.0007679369882680476, 0.00010452710557729006, 0.014738445170223713, 0.0067498632706701756, 0.00031499791657552123, 0.010480143129825592, 0.008027762174606323]","[0.00017022514657583088, 0.003667563898488879, 0.0036144729238003492, 0.00832032598555088, 0.0008515073568560183, 0.00287623587064445, 0.00029942227411083877, 0.0005916030495427549, 0.0025849672965705395, 0.00034227489959448576, 0.002083712024614215, 0.001126726157963276]"
259,4,33,2,S,P,P,P_S-P,Аргумент против обвинений были сокрушительными для адвоката пострадавшей стороны.,"[0.00023106992011889815, 0.007043603342026472, 0.01697608269751072, 0.007809143513441086, 0.010260368697345257, 0.002342298161238432, 0.0001398117747157812, 0.008679701015353203, 0.001123045920394361, 0.0004003618087153882, 0.004197914153337479, 0.006241150200366974]","[0.00030393441556952894, 0.0051338146440684795, 0.007937873713672161, 0.00909512024372816, 0.0013302202569320798, 0.005677323322743177, 0.0008349041454494, 0.000981891411356628, 0.0019040941260755062, 0.0009605910745449364, 0.0013552039163187146, 0.0014975657686591148]"
260,5,33,2,P,S,S,S_P-S,Аргументы против обвинения был сокрушительным для адвоката пострадавшей стороны.,"[0.00031013108673505485, 0.0024978092405945063, 0.0162512119859457, 0.006985409185290337, 0.006148237269371748, 0.0032561758998781443, 0.0005644995835609734, 0.001955719431862235, 0.0009012860246002674, 0.004877263214439154, 0.0015168836107477546, 0.0029989948961883783]","[0.0018113553524017334, 0.0035068176221102476, 0.006815684959292412, 0.008365998044610023, 0.004444723483175039, 0.009342784062027931, 0.0024023877922445536, 0.003829785855486989, 0.002571702701970935, 0.002173654269427061, 0.0021337701473385096, 0.0024735068436712027]"
261,6,33,2,P,S,P,P_P-S,Аргументы против обвинения были сокрушительными для адвоката пострадавшей стороны.,"[0.0025401520542800426, 0.011410181410610676, 0.010892924852669239, 0.03708560764789581, 0.026735426858067513, 0.005753538105636835, 0.0008752474677748978, 0.001437770202755928, 0.014759105630218983, 0.0029430713038891554, 0.0047976179048419, 0.006848743185400963]","[0.0009759233216755092, 0.0025204012636095285, 0.00582158425822854, 0.007278209086507559, 0.0020615041721612215, 0.005914438050240278, 0.0015579136088490486, 0.002399847377091646, 0.002026546048000455, 0.0008848931756801903, 0.002328169299289584, 0.0020564866717904806]"
262,7,33,2,P,P,S,S_P-P,Аргументы против обвинений был сокрушительным для адвоката пострадавшей стороны.,"[0.000502816925290972, 0.004102399572730064, 0.01909683831036091, 0.009721011854708195, 0.010525130666792393, 0.003931500483304262, 0.0007673589861951768, 0.0027313537430018187, 0.001310543273575604, 0.00647719344124198, 0.002947065746411681, 0.005774123128503561]","[0.0011518001556396484, 0.003652221290394664, 0.005251213442534208, 0.007478324696421623, 0.0034779647830873728, 0.008170321583747864, 0.0021401389967650175, 0.0028434216510504484, 0.004006590228527784, 0.0017187668709084392, 0.003118655411526561, 0.0027264300733804703]"
263,8,33,2,P,P,P,P_P-P,Аргументы против обвинений были сокрушительными для адвоката пострадавшей стороны.,"[0.0025749639607965946, 0.011671255342662334, 0.009549195878207684, 0.04006589576601982, 0.03198806568980217, 0.005262976046651602, 0.000964457867667079, 0.0017065475694835186, 0.015060952864587307, 0.003154905280098319, 0.0064260284416377544, 0.009067072533071041]","[0.0007759644067846239, 0.0029780010227113962, 0.003977648448199034, 0.007753288839012384, 0.0019547331612557173, 0.005285725463181734, 0.0013766237534582615, 0.0017248339718207717, 0.0037248488515615463, 0.0007872562855482101, 0.003775022691115737, 0.0037392601370811462]"
264,1,34,2,S,S,P,P_S-S,Видеозапись с лекции  были содержательными для пропустивших занятия студентов.,"[0.003498495789244771, 0.002056770259514451, 0.015780216082930565, 0.010015035979449749, 0.019377194344997406, 0.007926383055746555, 0.00018179172184318304, 0.0003771576739381999, 0.0009550789254717529, 0.007321979384869337, 0.0015963377663865685, 0.0023302030749619007]","[0.0009264910477213562, 0.005977014545351267, 0.009078063070774078, 0.00434310594573617, 0.0036360479425638914, 0.003021207870915532, 0.0007921135984361172, 0.0012056847335770726, 0.002454370027408004, 0.0031388301867991686, 0.0012418521801009774, 0.002410409040749073]"
265,2,34,2,S,P,S,S_S-P,Видеозапись с лекций была содержательной для пропустивших занятия студентов.,"[0.002334851073101163, 0.006035942118614912, 0.010505815036594868, 0.024710172787308693, 0.009905443526804447, 0.0037351660430431366, 0.00017693541303742677, 0.0007708542398177087, 0.0029224513564258814, 0.0013495967723429203, 0.003602374577894807, 0.003919373732060194]","[0.00018220757192466408, 0.0017295206198468804, 0.0021268120035529137, 0.0017069467576220632, 0.0012896062107756734, 0.0009977045701816678, 6.644672976108268e-05, 0.00013903480430599302, 0.0007357170688919723, 0.00022547678963746876, 0.0004294239042792469, 0.0007741088047623634]"
266,3,34,2,S,P,P,P_S-P,Видеозапись с лекций были содержательными для пропустивших занятия студентов.,"[0.003683621995151043, 0.002740853698924184, 0.00927581824362278, 0.014330840669572353, 0.02610696852207184, 0.0077449847012758255, 5.592667366727255e-05, 0.00027898731059394777, 0.0007961918017826974, 0.002791879465803504, 0.0011312159476801753, 0.001584793091751635]","[0.00058018445270136, 0.0035440188366919756, 0.004495955538004637, 0.002031402662396431, 0.003333085449412465, 0.002175124129280448, 0.00015717893256805837, 0.00022471726697403938, 0.0008669961243867874, 0.0010951338335871696, 0.0003825862950179726, 0.001524674124084413]"
267,4,34,2,P,S,S,S_P-S,Видеозаписи с лекции была содержательной для пропустивших занятия студентов.,"[0.001925881952047348, 0.0035399040207266808, 0.004542796406894922, 0.0051422505639493465, 0.01022622361779213, 0.002455835696309805, 0.0006588961114175618, 0.005762973800301552, 0.0021321463864296675, 0.002794601721689105, 0.002169175073504448, 0.005726636853069067]","[0.0016759013524278998, 0.00714534567669034, 0.00653356546536088, 0.006666549015790224, 0.0027595916762948036, 0.004080033861100674, 0.002073039533570409, 0.0010942945955321193, 0.0028511618729680777, 0.003753962693735957, 0.003421255387365818, 0.00265269516967237]"
268,5,34,2,P,S,P,P_P-S,Видеозаписи с лекции были содержательными для пропустивших занятия студентов.,"[0.004056727979332209, 0.00642754603177309, 0.004576579667627811, 0.015789784491062164, 0.010747630149126053, 0.0021539144217967987, 0.0008536501554772258, 0.009164616465568542, 0.005854746326804161, 0.0056583816185593605, 0.003686510492116213, 0.008654683828353882]","[0.0009575893054716289, 0.005872331093996763, 0.013833175413310528, 0.003745577996596694, 0.0021116314455866814, 0.002412470057606697, 0.0012186263920739293, 0.0009539671591483057, 0.0023746683727949858, 0.0032190957572311163, 0.0025943818036466837, 0.0021108994260430336]"
269,6,34,2,P,P,S,S_P-P,Видеозаписи с лекций была содержательной для пропустивших занятия студентов.,"[0.0005783235537819564, 0.0015452365623787045, 0.000687625608406961, 0.0025441315956413746, 0.0036793735343962908, 0.0009151476551778615, 8.057800732785836e-05, 0.001376690692268312, 0.0011814573081210256, 0.0003620013303589076, 0.0007500663050450385, 0.0028771869838237762]","[0.00028156719054095447, 0.0014352198923006654, 0.0015534342965111136, 0.0019509410485625267, 0.0006593265570700169, 0.0013256099773570895, 0.0002816321502905339, 9.714773477753624e-05, 0.0006394809461198747, 0.0005526570603251457, 0.00047549480223096907, 0.0004390682152006775]"
270,7,34,2,P,P,P,P_P-P,Видеозаписи с лекций были содержательными для пропустивших занятия студентов.,"[0.0034479654859751463, 0.005984306335449219, 0.0025686572771519423, 0.014063081704080105, 0.01056134607642889, 0.0021895556710660458, 0.0005385797703638673, 0.007713307160884142, 0.0047139134258031845, 0.004087495617568493, 0.0025055159348994493, 0.008215993642807007]","[0.0006351282936520875, 0.003893562825396657, 0.0036095252726227045, 0.0038725410122424364, 0.0018514491384848952, 0.0018527292413637042, 0.0006352617056109011, 0.00044932952732779086, 0.0026745565701276064, 0.0013188900193199515, 0.0011325295781716704, 0.002435392001643777]"
271,8,34,2,S,S,S,S_S-S,Видеозапись с лекции  была содержательной для пропустивших занятия студентов.,"[0.0024009093176573515, 0.008575656451284885, 0.010524810291826725, 0.020750947296619415, 0.007800824474543333, 0.0033326272387057543, 0.0003274948103353381, 0.0007014363072812557, 0.0035674022510647774, 0.0016755646793171763, 0.0035195385571569204, 0.0072417426854372025]","[0.00031390078947879374, 0.0029822036158293486, 0.0023396473843604326, 0.0028776824474334717, 0.0013426700606942177, 0.0011535178637132049, 0.00016047980170696974, 0.0003297514340374619, 0.0011632097885012627, 0.00035547386505641043, 0.0007799181039445102, 0.0012551872059702873]"
272,1,35,2,S,P,S,S_S-P,Вывод из поражений был верным из-за тщательного анализа ситуации.,"[0.0005378383211791515, 0.00905271340161562, 0.04012397304177284, 0.056154705584049225, 0.07608651369810104, 0.004395341034978628, 0.0012160982005298138, 0.012698045000433922, 0.0025114587042480707, 0.0022118166089057922, 0.003955349326133728, 0.044520094990730286]","[0.001030818442814052, 0.007088623475283384, 0.004760263487696648, 0.004851961508393288, 0.005795890465378761, 0.0034601236693561077, 0.003060711780562997, 0.001296836300753057, 0.002553743775933981, 0.008198874071240425, 0.009002436883747578, 0.0042644767090678215]"
273,2,35,2,S,P,P,P_S-P,Вывод из поражений были верными из-за тщательного анализа ситуации.,"[0.0032436340115964413, 0.001182996085844934, 0.0374939851462841, 0.005764108616858721, 0.13624227046966553, 0.031180046498775482, 0.007740622386336327, 0.07355530560016632, 0.0015666510444134474, 0.006508919410407543, 0.0009858178673312068, 0.010659701190888882]","[0.022385679185390472, 0.007508367300033569, 0.011270001530647278, 0.01579873263835907, 0.03780088201165199, 0.04855065047740936, 0.02163204737007618, 0.01423116959631443, 0.00411269161850214, 0.038656264543533325, 0.004316077101975679, 0.00934921856969595]"
274,3,35,2,P,S,S,S_P-S,Выводы из поражения был верным из-за тщательного анализа ситуации.,"[0.0010920753702521324, 0.001292328699491918, 0.033995140343904495, 0.0044876690953969955, 0.06472780555486679, 0.02737581729888916, 0.003128255484625697, 0.012725763022899628, 0.00021341530373319983, 0.010771897621452808, 0.0006549176760017872, 0.0035711147356778383]","[0.01683429256081581, 0.008707672357559204, 0.01696809008717537, 0.01335771195590496, 0.04109887406229973, 0.03980462998151779, 0.04445001110434532, 0.006442819721996784, 0.0016076919855549932, 0.05282149463891983, 0.008642520755529404, 0.004527707118541002]"
275,4,35,2,P,S,P,P_P-S,Выводы из поражения были верными из-за тщательного анализа ситуации.,"[0.0007410019752569497, 0.021192390471696854, 0.02798115462064743, 0.03645612671971321, 0.1461639404296875, 0.011285610496997833, 0.0047309380024671555, 0.020861752331256866, 0.02362467162311077, 0.004298052750527859, 0.005048730410635471, 0.06055440008640289]","[0.0021268820855766535, 0.020118482410907745, 0.008754514157772064, 0.01439431682229042, 0.018273815512657166, 0.004522578325122595, 0.005845224484801292, 0.003907104954123497, 0.011655057780444622, 0.010015470907092094, 0.017631269991397858, 0.010943944565951824]"
276,5,35,2,P,P,S,S_P-P,Выводы из поражений был верным из-за тщательного анализа ситуации.,"[0.0009147642413154244, 0.00115587143227458, 0.027033016085624695, 0.004019638057798147, 0.03224019333720207, 0.023705322295427322, 0.0025353762321174145, 0.00812072865664959, 0.00018689065473154187, 0.010149267502129078, 0.0005804788088425994, 0.005345262121409178]","[0.006806747522205114, 0.004873407538980246, 0.00899583101272583, 0.009326474741101265, 0.014285910874605179, 0.02277802862226963, 0.025666628032922745, 0.003339760936796665, 0.002234926214441657, 0.04354944825172424, 0.006316660903394222, 0.00397100206464529]"
277,6,35,2,P,P,P,P_P-P,Выводы из поражений были верными из-за тщательного анализа ситуации.,"[0.0004060357459820807, 0.02416456863284111, 0.02608652412891388, 0.027700165286660194, 0.10502979904413223, 0.010955997742712498, 0.002197085414081812, 0.010782774537801743, 0.009668055921792984, 0.004885594826191664, 0.0044459085911512375, 0.06210918352007866]","[0.0016042613424360752, 0.014599119313061237, 0.007968739606440067, 0.013040000572800636, 0.012424695305526257, 0.0037331057246774435, 0.003647030796855688, 0.001969376113265753, 0.009497363120317459, 0.011817523278295994, 0.014665667898952961, 0.007599991280585527]"
278,7,35,2,S,S,S,S_S-S,Вывод из поражения  был верным из-за тщательного анализа ситуации.,"[0.001016909722238779, 0.013440911658108234, 0.03906797617673874, 0.060819387435913086, 0.0964735820889473, 0.004083844367414713, 0.004093428608030081, 0.02109278365969658, 0.010211339220404625, 0.002136937575414777, 0.005378924310207367, 0.07214315235614777]","[0.003046715632081032, 0.0170261412858963, 0.005776143167167902, 0.008060776628553867, 0.019167650490999222, 0.003937581554055214, 0.007434859871864319, 0.0037835664115846157, 0.005031151231378317, 0.012414665892720222, 0.01505710743367672, 0.009569833986461163]"
279,8,35,2,S,S,P,P_S-S,Вывод из поражения  были верными из-за тщательного анализа ситуации.,"[0.003671057987958193, 0.0017729055834934115, 0.03451400250196457, 0.009501085616648197, 0.23733487725257874, 0.035464126616716385, 0.013074597343802452, 0.08677729964256287, 0.003058098256587982, 0.00397679815068841, 0.001075359177775681, 0.018718821927905083]","[0.030609458684921265, 0.009153277613222599, 0.01064610481262207, 0.01861213892698288, 0.03347557410597801, 0.0566052570939064, 0.036738596856594086, 0.016674580052495003, 0.003754989244043827, 0.03812789544463158, 0.005122771020978689, 0.007728387601673603]"
280,1,36,2,S,P,P,P_S-P,Выдержка из книг были краткими для упрощения процесса запоминания.,"[0.005120440851897001, 0.011788764037191868, 0.007366466801613569, 0.009413118474185467, 0.018425846472382545, 0.006666980683803558, 0.006099627818912268, 0.004730007611215115, 0.006877567619085312, 0.010301463305950165, 0.012127860449254513, 0.03725472465157509]","[0.002401430858299136, 0.013794586062431335, 0.008073932491242886, 0.008058413863182068, 0.0052904705516994, 0.006982136517763138, 0.007851186208426952, 0.0011059249518439174, 0.005596526432782412, 0.00903167575597763, 0.0076998271979391575, 0.019313432276248932]"
281,2,36,2,P,S,S,S_P-S,Выдержки из книги была краткой для упрощения процесса запоминания.,"[0.008576001971960068, 0.0049684736877679825, 0.022192329168319702, 0.0063849035650491714, 0.0732048973441124, 0.02814931422472, 0.011933081783354282, 0.011166464537382126, 0.007506329566240311, 0.01138368621468544, 0.007241551764309406, 0.005750906653702259]","[0.013309492729604244, 0.0589250773191452, 0.023897409439086914, 0.029561500996351242, 0.018792640417814255, 0.03472152352333069, 0.040108710527420044, 0.016374638304114342, 0.025358961895108223, 0.044342413544654846, 0.04601538926362991, 0.019773364067077637]"
282,3,36,2,P,S,P,P_P-S,Выдержки из книги были краткими для упрощения процесса запоминания.,"[0.005061006173491478, 0.02115822769701481, 0.004197331611067057, 0.01711343415081501, 0.02256028540432453, 0.004914477933198214, 0.00441709952428937, 0.006828439887613058, 0.010288356803357601, 0.009924969635903835, 0.020086439326405525, 0.03288564085960388]","[0.002840368775650859, 0.012809096835553646, 0.017112964764237404, 0.011450261808931828, 0.003354036482051015, 0.006282717455178499, 0.009467342868447304, 0.0020328827667981386, 0.006754379253834486, 0.012296226806938648, 0.008931784890592098, 0.010532867163419724]"
283,4,36,2,P,P,S,S_P-P,Выдержки из книг была краткой для упрощения процесса запоминания.,"[0.007754544727504253, 0.006525207776576281, 0.015188716351985931, 0.008494822308421135, 0.052244216203689575, 0.030136918649077415, 0.009938746690750122, 0.008030357770621777, 0.007159519009292126, 0.011914312839508057, 0.007868334650993347, 0.007615648675709963]","[0.007985934615135193, 0.029687892645597458, 0.01127749402076006, 0.02568656951189041, 0.01711856573820114, 0.02755054458975792, 0.017837541177868843, 0.008804261684417725, 0.015529651194810867, 0.027694005519151688, 0.020597830414772034, 0.01802181825041771]"
284,5,36,2,P,P,P,P_P-P,Выдержки из книг были краткими для упрощения процесса запоминания.,"[0.0037702834233641624, 0.016168050467967987, 0.0027617851737886667, 0.013283860869705677, 0.014715522527694702, 0.004775156732648611, 0.0042518130503594875, 0.0042793224565684795, 0.008704266510903835, 0.009547392837703228, 0.014873105101287365, 0.03379566967487335]","[0.002222015056759119, 0.012362789362668991, 0.007986065931618214, 0.00830907840281725, 0.004959980491548777, 0.0057765585370361805, 0.0065826731733977795, 0.0013175845379009843, 0.006959658116102219, 0.00801692996174097, 0.00836465135216713, 0.018590549007058144]"
285,6,36,2,S,S,S,S_S-S,Выдержка из книги была краткой для упрощения процесса запоминания.,"[0.010920150205492973, 0.010371498763561249, 0.021852819249033928, 0.00833080243319273, 0.07159332185983658, 0.01138575840741396, 0.007180903106927872, 0.009295264258980751, 0.009665108285844326, 0.010246681980788708, 0.008278243243694305, 0.0063627939671278]","[0.0059658498503267765, 0.020946763455867767, 0.014117158949375153, 0.022173717617988586, 0.00991030503064394, 0.013206085190176964, 0.01688409224152565, 0.006269288249313831, 0.012677432037889957, 0.022967971861362457, 0.021673575043678284, 0.023612450808286667]"
286,7,36,2,S,S,P,P_S-S,Выдержка из книги были краткими для упрощения процесса запоминания.,"[0.006819268688559532, 0.013831228017807007, 0.012062395922839642, 0.01304894033819437, 0.02965293824672699, 0.007015929091721773, 0.0070413644425570965, 0.0077401152811944485, 0.008440735749900341, 0.010090242139995098, 0.014461822807788849, 0.03643578290939331]","[0.003110336372628808, 0.01415812224149704, 0.017225109040737152, 0.011882009916007519, 0.003455650294199586, 0.007979636080563068, 0.01104061957448721, 0.0017140437848865986, 0.005446940660476685, 0.01313566043972969, 0.007593991234898567, 0.009375282563269138]"
287,8,36,2,S,P,S,S_S-P,Выдержка из книг была краткой для упрощения процесса запоминания.,"[0.010595067404210567, 0.009148979559540749, 0.017714302986860275, 0.008614826016128063, 0.05825435370206833, 0.014177934266626835, 0.009942480362951756, 0.006332061253488064, 0.009123006835579872, 0.012757719494402409, 0.006685355212539434, 0.008483056910336018]","[0.003458959050476551, 0.013424883596599102, 0.01270575076341629, 0.012903469614684582, 0.008478309959173203, 0.012941854074597359, 0.006788582541048527, 0.002070229733362794, 0.006876736879348755, 0.014873607084155083, 0.009229990653693676, 0.02060338482260704]"
288,1,37,2,P,S,S,S_P-S,Выписки из программы была сделана во время затянувшегося заседания.,"[0.0008348905248567462, 0.0020684124901890755, 0.00301539059728384, 0.002542545087635517, 0.03417990356683731, 0.007247051224112511, 0.0012010487262159586, 0.011519602499902248, 0.0010211493354290724, 0.0010441907215863466, 0.0024357757065445185, 0.014047440141439438]","[0.0012332401238381863, 0.006831962615251541, 0.003595727728679776, 0.006343314424157143, 0.002930035814642906, 0.011485070921480656, 0.004657041281461716, 0.0033047590404748917, 0.00383649836294353, 0.0010646265000104904, 0.004860991612076759, 0.008367353118956089]"
289,2,37,2,P,S,P,P_P-S,Выписки из программы были сделаны во время затянувшегося заседания.,"[3.42279854521621e-05, 0.0033848080784082413, 0.0008067856542766094, 0.0059707555919885635, 0.001774619217030704, 0.0006012198282405734, 3.578194446163252e-05, 0.003871569875627756, 0.0008584697498008609, 2.9141550839995034e-05, 0.0014200429432094097, 0.004300474654883146]","[0.0003239471116103232, 0.002464668359607458, 0.0016438672319054604, 0.0033438161481171846, 0.0005825331900268793, 0.002344091422855854, 0.0007098217029124498, 0.0011278613237664104, 0.001183855114504695, 0.00016475762822665274, 0.000867125578224659, 0.00130391214042902]"
290,3,37,2,P,P,S,S_P-P,Выписки из программ была сделана во время затянувшегося заседания.,"[0.001351475715637207, 0.002145631704479456, 0.007385152857750654, 0.0025828364305198193, 0.04894202575087547, 0.010146325454115868, 0.0017766826786100864, 0.018772223964333534, 0.0009389385231770575, 0.00217755907215178, 0.0027069991920143366, 0.012845989316701889]","[0.0004058408667333424, 0.00361223635263741, 0.0015981732867658138, 0.004629775881767273, 0.0023911609314382076, 0.007979560643434525, 0.002143970225006342, 0.00232688058167696, 0.002402199897915125, 0.0004641881678253412, 0.0019826283678412437, 0.004515928216278553]"
291,4,37,2,P,P,P,P_P-P,Выписки из программ были сделаны во время затянувшегося заседания.,"[7.271205686265603e-05, 0.002424780745059252, 0.0023544507566839457, 0.004332726821303368, 0.004084838554263115, 0.0010640774853527546, 7.275568350451067e-05, 0.007172215264290571, 0.0007199410465545952, 8.702296327101067e-05, 0.0011154890526086092, 0.004535038955509663]","[0.0001232227950822562, 0.0013373239198699594, 0.00075122294947505, 0.0030220584012567997, 0.0006028006318956614, 0.001881171716377139, 0.000278001360129565, 0.001010135281831026, 0.0011922656558454037, 9.008686902234331e-05, 0.0004249294870533049, 0.001474624965339899]"
292,5,37,2,S,S,S,S_S-S,Выписка из программы была сделана во время затянувшегося заседания.,"[2.2109357814770192e-05, 0.005600946024060249, 0.0018225121311843395, 0.004066649824380875, 0.001612013322301209, 0.00019063701620325446, 4.01403995056171e-05, 0.004931936040520668, 0.0015158990863710642, 4.102748061995953e-05, 0.0028976385947316885, 0.006036731880158186]","[0.00017196960106957704, 0.0027888077311217785, 0.0011628377251327038, 0.002420445205643773, 0.0003657808993011713, 0.0011646687053143978, 0.0006281486712396145, 0.0012001512804999948, 0.0018076433334499598, 0.00011526554590091109, 0.000379375705961138, 0.0011296935845166445]"
293,6,37,2,S,S,P,P_S-S,Выписка из программы были сделаны во время затянувшегося заседания.,"[2.909453905886039e-05, 0.004015686921775341, 0.0010692835785448551, 0.0033721516374498606, 0.0014761085622012615, 0.0002824885305017233, 3.47009117831476e-05, 0.0036503509618341923, 0.0007696003885939717, 3.453602039371617e-05, 0.0019264881266281009, 0.0028333484660834074]","[0.000289113144390285, 0.001996816135942936, 0.0018161472398787737, 0.002970393281430006, 0.0005239570164121687, 0.0015473387902602553, 0.0008456786745227873, 0.000921166327316314, 0.0006909952498972416, 0.000156313632032834, 0.000489124096930027, 0.0006915555568411946]"
294,7,37,2,S,P,S,S_S-P,Выписка из программ была сделана во время затянувшегося заседания.,"[4.899800842395052e-05, 0.0025783516466617584, 0.0038730683736503124, 0.0024889777414500713, 0.004360951483249664, 0.00037870375672355294, 6.095158460084349e-05, 0.007447582669556141, 0.0008548793848603964, 0.0001190870680147782, 0.0014887310098856688, 0.004670643247663975]","[5.049005267210305e-05, 0.000640065292827785, 0.0005082881543785334, 0.0011869135778397322, 0.0004231410857755691, 0.0010004725772887468, 0.00021652350551448762, 0.0008288885583169758, 0.0008018123335205019, 8.541200804756954e-05, 0.00011765384988393635, 0.0004809328238479793]"
