,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
284,5,36,2,P,P,P,P_P-P,Выдержки из книг были краткими для упрощения процесса запоминания.,"[0.011104344390332699, 0.0027958082500845194, 0.016996361315250397, 0.002802640199661255, 0.010996345430612564, 0.02791743539273739, 0.017123669385910034, 0.0023938140366226435, 0.004484300035983324, 0.018130987882614136, 0.005636598449200392, 0.006278816144913435]","[0.02910037711262703, 0.010060299187898636, 0.006378845311701298, 0.03304717689752579, 0.023113014176487923, 0.018032008782029152, 0.02335764467716217, 0.010609190911054611, 0.011677359230816364, 0.012952599674463272, 0.00741211324930191, 0.0030493643134832382]"
285,6,36,2,S,S,S,S_S-S,Выдержка из книги была краткой для упрощения процесса запоминания.,"[0.015781641006469727, 0.0015291088493540883, 0.012020736001431942, 0.002931966446340084, 0.009315014816820621, 0.035271260887384415, 0.012744924984872341, 0.00640561617910862, 0.004034614190459251, 0.013953272253274918, 0.0012762583792209625, 0.0015297912759706378]","[0.043867748230695724, 0.023464450612664223, 0.011399588547647, 0.016151173040270805, 0.0396856814622879, 0.015420951880514622, 0.03153831139206886, 0.04616563394665718, 0.011113286949694157, 0.010325017385184765, 0.006443464662879705, 0.00968196615576744]"
286,7,36,2,S,S,P,P_S-S,Выдержка из книги были краткими для упрощения процесса запоминания.,"[0.011974051594734192, 0.0017497166991233826, 0.02440263330936432, 0.0031623791437596083, 0.008407589979469776, 0.04185104742646217, 0.014638486318290234, 0.003796563483774662, 0.0033505193423479795, 0.021516285836696625, 0.0037712298799306154, 0.003876522881910205]","[0.026942012831568718, 0.004049098584800959, 0.00789028313010931, 0.01570899784564972, 0.015795553103089333, 0.01681351475417614, 0.018159987404942513, 0.01484130322933197, 0.00401327945291996, 0.009667808189988136, 0.005145684815943241, 0.0025224797427654266]"
287,8,36,2,S,P,S,S_S-P,Выдержка из книг была краткой для упрощения процесса запоминания.,"[0.012427445501089096, 0.0021279542706906796, 0.012372370809316635, 0.0024187532253563404, 0.008277341723442078, 0.03398691117763519, 0.01741326041519642, 0.004987591877579689, 0.00363102275878191, 0.01276732049882412, 0.0012328753946349025, 0.0020483843982219696]","[0.0361664779484272, 0.036147575825452805, 0.008005686104297638, 0.034332383424043655, 0.022831009700894356, 0.03078792430460453, 0.030995720997452736, 0.01604374311864376, 0.019136004149913788, 0.01065873634070158, 0.007220404222607613, 0.008891328237950802]"
288,1,37,2,P,S,S,S_P-S,Выписки из программы была сделана во время затянувшегося заседания.,"[0.011528387665748596, 0.007863407023251057, 0.014529064297676086, 0.031445469707250595, 0.047799251973629, 0.03345595300197601, 0.016687002032995224, 0.019956223666667938, 0.006765224505215883, 0.0032446773257106543, 0.002100754762068391, 0.01549859344959259]","[0.050820279866456985, 0.006186611019074917, 0.02030297927558422, 0.02166208252310753, 0.0289370808750391, 0.021832402795553207, 0.031098511070013046, 0.025945546105504036, 0.009108860045671463, 0.006633338518440723, 0.004499430768191814, 0.014756426215171814]"
289,2,37,2,P,S,P,P_P-S,Выписки из программы были сделаны во время затянувшегося заседания.,"[0.005758484825491905, 0.008266299962997437, 0.009953726083040237, 0.027623191475868225, 0.03842528536915779, 0.023890022188425064, 0.01438258495181799, 0.02190230041742325, 0.0071465326473116875, 0.003738911123946309, 0.003090501297265291, 0.014883771538734436]","[0.031364355236291885, 0.006818896159529686, 0.023913031443953514, 0.020190857350826263, 0.027407316491007805, 0.022695308551192284, 0.030775997787714005, 0.02809954807162285, 0.006945397704839706, 0.009236404672265053, 0.005105204880237579, 0.00538937933743]"
290,3,37,2,P,P,S,S_P-P,Выписки из программ была сделана во время затянувшегося заседания.,"[0.015021241270005703, 0.012263958342373371, 0.01002556923776865, 0.03825128823518753, 0.04269557073712349, 0.036452874541282654, 0.015518773347139359, 0.022073868662118912, 0.010975902900099754, 0.003731038421392441, 0.004167209379374981, 0.031215539202094078]","[0.02422991581261158, 0.0055994149297475815, 0.01076282188296318, 0.02278231829404831, 0.013470211066305637, 0.016791310161352158, 0.01342720352113247, 0.01710868626832962, 0.011493348516523838, 0.002199955750256777, 0.003911050967872143, 0.014242060482501984]"
291,4,37,2,P,P,P,P_P-P,Выписки из программ были сделаны во время затянувшегося заседания.,"[0.00929984636604786, 0.0129038505256176, 0.00948348082602024, 0.03787003830075264, 0.03847997263073921, 0.024174299091100693, 0.0151054747402668, 0.023778099566698074, 0.010192886926233768, 0.004502944648265839, 0.005386461969465017, 0.025708716362714767]","[0.02220713160932064, 0.009901304729282856, 0.012029759585857391, 0.026253394782543182, 0.01343709696084261, 0.014583855867385864, 0.014964845031499863, 0.016968118026852608, 0.012051526457071304, 0.0036440868861973286, 0.00551656074821949, 0.009875793009996414]"
292,5,37,2,S,S,S,S_S-S,Выписка из программы была сделана во время затянувшегося заседания.,"[0.012968874536454678, 0.01108872052282095, 0.012152689509093761, 0.049289315938949585, 0.061265863478183746, 0.026918331161141396, 0.01779705472290516, 0.02280121110379696, 0.009883444756269455, 0.003354771761223674, 0.0033113504759967327, 0.018872719258069992]","[0.04411265254020691, 0.006242068018764257, 0.021270494908094406, 0.01819934882223606, 0.027299150824546814, 0.023717354983091354, 0.03744497150182724, 0.02624576725065708, 0.010571002960205078, 0.008444039151072502, 0.004634799435734749, 0.0162397138774395]"
293,6,37,2,S,S,P,P_S-S,Выписка из программы были сделаны во время затянувшегося заседания.,"[0.012977051548659801, 0.013186435215175152, 0.015302194282412529, 0.041549261659383774, 0.05060575157403946, 0.022428926080465317, 0.016992587596178055, 0.022364648059010506, 0.0075615341775119305, 0.004606619942933321, 0.005911626387387514, 0.02609909512102604]","[0.04120795056223869, 0.008505646139383316, 0.028484078124165535, 0.022152381017804146, 0.03261180967092514, 0.021668270230293274, 0.04131460189819336, 0.026404747739434242, 0.007786760572344065, 0.011301892809569836, 0.005919622723013163, 0.007553761824965477]"
294,7,37,2,S,P,S,S_S-P,Выписка из программ была сделана во время затянувшегося заседания.,"[0.016103798523545265, 0.015324992127716541, 0.009627135470509529, 0.06339230388402939, 0.05954227223992348, 0.025262409821152687, 0.018755780532956123, 0.03101775236427784, 0.016205431893467903, 0.004400008358061314, 0.007078855764120817, 0.03853989765048027]","[0.027803437784314156, 0.0058076283894479275, 0.010064500384032726, 0.025897033512592316, 0.010997846722602844, 0.01693256013095379, 0.016096031293272972, 0.013690942898392677, 0.011478602886199951, 0.0028061142656952143, 0.0035971913021057844, 0.011120117269456387]"
295,8,37,2,S,P,P,P_S-P,Выписка из программ были сделаны во время затянувшегося заседания.,"[0.016167640686035156, 0.020611407235264778, 0.015760216861963272, 0.05076705664396286, 0.04723643511533737, 0.023020487278699875, 0.02178082801401615, 0.03481502830982208, 0.010851987637579441, 0.006389738526195288, 0.011796396225690842, 0.04377715289592743]","[0.04291820898652077, 0.012656346894800663, 0.015070528723299503, 0.03736373037099838, 0.015396425500512123, 0.01677641086280346, 0.019934678450226784, 0.016754474490880966, 0.014043853618204594, 0.005221400875598192, 0.005610330030322075, 0.010722896084189415]"
296,1,38,2,P,S,P,P_P-S,Выходы из ситуации были очевидными для опытного школьного психолога.,"[0.01095030177384615, 0.001676866551861167, 0.013329948298633099, 0.005190384574234486, 0.037976644933223724, 0.043021440505981445, 0.014433133415877819, 0.02065436914563179, 0.00428316043689847, 0.003153168363496661, 0.002693078014999628, 0.004876024089753628]","[0.011002753861248493, 0.002702407306060195, 0.00774170970544219, 0.013300130143761635, 0.014886361546814442, 0.01811513677239418, 0.005162592977285385, 0.018022660166025162, 0.006215563975274563, 0.003989826887845993, 0.009383352473378181, 0.00454816734418273]"
297,2,38,2,P,P,S,S_P-P,Выходы из ситуаций был очевидным для опытного школьного психолога.,"[0.011176493018865585, 0.0013807753566652536, 0.008743928745388985, 0.003958047367632389, 0.029819035902619362, 0.03374006226658821, 0.0057966155000030994, 0.012251289561390877, 0.003551703644916415, 0.0014803213998675346, 0.0034963854122906923, 0.00212217983789742]","[0.000684722326695919, 0.0007461248314939439, 0.0006186460377648473, 0.0008683695341460407, 0.0006874840473756194, 0.0031605244148522615, 0.000929624424315989, 0.0009297228534705937, 0.0068991282023489475, 0.0006044682231731713, 0.002535215113312006, 0.00028861110331490636]"
298,3,38,2,P,P,P,P_P-P,Выходы из ситуаций были очевидными для опытного школьного психолога.,"[0.016679566353559494, 0.001936878776177764, 0.014122044667601585, 0.007376537658274174, 0.045181937515735626, 0.045714348554611206, 0.014352118596434593, 0.020563077181577682, 0.004855891689658165, 0.00443683285266161, 0.00339071755297482, 0.0047345999628305435]","[0.0017135583329945803, 0.0018870137864723802, 0.001877492293715477, 0.00271959463134408, 0.0017070223111659288, 0.005079593509435654, 0.00143748102709651, 0.004325694404542446, 0.01115167886018753, 0.0016317765694111586, 0.0036168198566883802, 0.0023260489106178284]"
299,4,38,2,S,S,S,S_S-S,Выход из ситуации  был очевидным для опытного школьного психолога.,"[0.011585673317313194, 0.0016828414518386126, 0.010015871375799179, 0.011931326240301132, 0.03054756484925747, 0.033730994910001755, 0.006175212096422911, 0.03856867551803589, 0.005359688773751259, 0.002103488426655531, 0.0027915763203054667, 0.003626816673204303]","[0.01399938017129898, 0.002299347659572959, 0.006975946016609669, 0.01917317882180214, 0.01302685122936964, 0.012394801713526249, 0.005512389354407787, 0.01365143246948719, 0.007834058254957199, 0.0024229162372648716, 0.01022261194884777, 0.0038501801900565624]"
300,5,38,2,S,S,P,P_S-S,Выход из ситуации  были очевидными для опытного школьного психолога.,"[0.007083603646606207, 0.0008538581314496696, 0.004083715379238129, 0.005112724378705025, 0.013162335380911827, 0.02411564253270626, 0.0012595502194017172, 0.017620142549276352, 0.0017524994909763336, 0.0009257837082259357, 0.0012208103435114026, 0.001985765527933836]","[0.008004740811884403, 0.002481008181348443, 0.0050505041144788265, 0.02399694360792637, 0.009157082065939903, 0.013834851793944836, 0.0016483903164044023, 0.012009687721729279, 0.007374650798738003, 0.0018636148888617754, 0.01294978428632021, 0.005906247533857822]"
301,6,38,2,S,P,S,S_S-P,Выход из ситуаций был очевидным для опытного школьного психолога.,"[0.017033731564879417, 0.0020991649944335222, 0.01386723481118679, 0.018486911430954933, 0.045924440026283264, 0.041794486343860626, 0.008453555405139923, 0.04146205261349678, 0.007285573519766331, 0.003378989640623331, 0.005329749081283808, 0.0042554037645459175]","[0.0010607090080156922, 0.0006850383942946792, 0.001688401447609067, 0.0016545323887839913, 0.001421911409124732, 0.004791227634996176, 0.0010544813703745604, 0.0026702918112277985, 0.006905296351760626, 0.000788504839874804, 0.0027183913625776768, 0.0007359908777289093]"
302,7,38,2,S,P,P,P_S-P,Выход из ситуаций были очевидными для опытного школьного психолога.,"[0.013169181533157825, 0.0009594873408786952, 0.008850639685988426, 0.007340754382312298, 0.0211628545075655, 0.04158415272831917, 0.0024663719814270735, 0.024876805022358894, 0.002119807992130518, 0.002355764387175441, 0.0019925704691559076, 0.002741095144301653]","[0.001398764899931848, 0.0008990733767859638, 0.0028588171117007732, 0.0038576796650886536, 0.0024936802219599485, 0.007137677166610956, 0.0009156519663520157, 0.007203451357781887, 0.011821224354207516, 0.0024152742698788643, 0.004395090043544769, 0.00455861072987318]"
303,8,38,2,P,S,S,S_P-S,Выходы из ситуации был очевидным для опытного школьного психолога.,"[0.008427295833826065, 0.0014189821667969227, 0.011979925446212292, 0.003286495804786682, 0.027997136116027832, 0.030924174934625626, 0.006631405558437109, 0.016018502414226532, 0.0028701918199658394, 0.0018154876306653023, 0.0030837333761155605, 0.0028214382473379374]","[0.008880795910954475, 0.002129277680069208, 0.005417675245553255, 0.012247687205672264, 0.009652705863118172, 0.012259257957339287, 0.004938407801091671, 0.008605046197772026, 0.006927101872861385, 0.0021189539693295956, 0.009274756535887718, 0.003007069230079651]"
304,1,39,2,P,P,S,S_P-P,Доски для афиш была прибита к ограде маленького театра.,"[0.010365580208599567, 0.00031899416353553534, 0.016615761443972588, 0.0009638988994993269, 0.006484568119049072, 0.02957724593579769, 0.018977681174874306, 0.0028061731718480587, 0.001405611983500421, 0.011926140636205673, 0.0005412512109614909, 0.00377989886328578]","[0.0011451224563643336, 0.0001291649095946923, 0.007911741733551025, 0.00034053021227009594, 0.0004805867502000183, 0.0022790494840592146, 0.00854823924601078, 0.0007380736642517149, 0.0014131084317341447, 0.015511516481637955, 0.00010920254862867296, 0.0015169348334893584]"
305,2,39,2,P,P,P,P_P-P,Доски для афиш были прибиты к ограде маленького театра.,"[0.008941440843045712, 0.0006935108685865998, 0.00934287253767252, 0.0015937220305204391, 0.00730389729142189, 0.025572754442691803, 0.012500898912549019, 0.0031733254436403513, 0.002028640592470765, 0.007536962628364563, 0.0010442291386425495, 0.0019388885702937841]","[0.002134846756234765, 0.0003476373676676303, 0.0058394852094352245, 0.0006109186797402799, 0.000495987304020673, 0.002633811207488179, 0.006258198991417885, 0.0010702861472964287, 0.0020094497594982386, 0.009977119974792004, 0.00025025353534147143, 0.0006232393789105117]"
306,3,39,2,S,S,S,S_S-S,Доска для афиши была прибита к ограде маленького театра.,"[0.008923021145164967, 0.0005717049934901297, 0.007519138045608997, 0.001027003745548427, 0.0057913875207304955, 0.019284658133983612, 0.0166688933968544, 0.0036151320673525333, 0.0019406263018026948, 0.006283762864768505, 0.0009045735350809991, 0.0027499517891556025]","[0.0032432277221232653, 0.00020624155877158046, 0.0037884581834077835, 0.00021404099243227392, 0.00085458840476349, 0.005369000136852264, 0.004385727923363447, 0.0027403554413467646, 0.001286805490963161, 0.006582570727914572, 0.00031036106520332396, 0.0017371764406561852]"
307,4,39,2,S,S,P,P_S-S,Доска для афиши были прибиты к ограде маленького театра.,"[0.006855499465018511, 0.0006011012010276318, 0.01196213811635971, 0.0006351431948132813, 0.004899495281279087, 0.024371476843953133, 0.010270979255437851, 0.002812515012919903, 0.0016264476580545306, 0.007432455662637949, 0.0006678883219137788, 0.003595692105591297]","[0.002115650800988078, 0.00017797017062548548, 0.003316195448860526, 0.00011832007294287905, 0.0005357209010981023, 0.004736314062029123, 0.003722245106473565, 0.002343801548704505, 0.0010122522944584489, 0.007673285901546478, 0.00021419608674477786, 0.00038369829417206347]"
308,5,39,2,S,P,S,S_S-P,Доска для афиш была прибита к ограде маленького театра.,"[0.009889872744679451, 0.0005570891662500799, 0.0072690867818892, 0.0014537442475557327, 0.00654679536819458, 0.01845874823629856, 0.017718572169542313, 0.003284239210188389, 0.002200092887505889, 0.0062797777354717255, 0.0012354572536423802, 0.0033017885871231556]","[0.0011316565796732903, 0.0002039181417785585, 0.00464037386700511, 0.000395937793655321, 0.000529527897015214, 0.002632780699059367, 0.004014302510768175, 0.001052667386829853, 0.0020977070089429617, 0.008091406896710396, 0.00022580336371902376, 0.0010555743938311934]"
309,6,39,2,S,P,P,P_S-P,Доска для афиш были прибиты к ограде маленького театра.,"[0.008773270063102245, 0.0006771554471924901, 0.012250945903360844, 0.000970340974163264, 0.006473336834460497, 0.02272827737033367, 0.012749957852065563, 0.003010163549333811, 0.0018650947604328394, 0.007567919325083494, 0.0009489327203482389, 0.00414006132632494]","[0.0014843428507447243, 0.0002828643482644111, 0.004624519031494856, 0.00043266345164738595, 0.0004254847299307585, 0.003006479935720563, 0.0038928333669900894, 0.0010423149215057492, 0.0020181830041110516, 0.00859619677066803, 0.00023315112048294395, 0.0007958200294524431]"
310,7,39,2,P,S,S,S_P-S,Доски для афиши была прибита к ограде маленького театра.,"[0.010799184441566467, 0.0003986959927715361, 0.017025819048285484, 0.0007655324297957122, 0.006410431116819382, 0.030720993876457214, 0.019585685804486275, 0.003658763598650694, 0.001362666953355074, 0.012378007173538208, 0.0005173920653760433, 0.004424724727869034]","[0.003109572222456336, 0.00010984527034452185, 0.005834592040628195, 0.0001432347926311195, 0.0007553312461823225, 0.00477057509124279, 0.007832604460418224, 0.002542978385463357, 0.0007419001194648445, 0.010698930360376835, 0.00012207288818899542, 0.0021833060309290886]"
311,8,39,2,P,S,P,P_P-S,Доски для афиши были прибиты к ограде маленького театра.,"[0.007087010890245438, 0.0006302999681793153, 0.009233595803380013, 0.001096161431632936, 0.005690332036465406, 0.026381023228168488, 0.009913953021168709, 0.003453530604019761, 0.0016054606530815363, 0.007665786426514387, 0.0006835649837739766, 0.0016045630909502506]","[0.0037559494376182556, 0.00021268338605295867, 0.004784036427736282, 0.00017956581723410636, 0.0006905336049385369, 0.004102747887372971, 0.005736672785133123, 0.0022927226964384317, 0.0009406163007952273, 0.009564601816236973, 0.0002803554816637188, 0.0003372049250174314]"
312,1,40,2,P,P,P,P_P-P,Задержки из-за наводнений были пугающими из-за отсутствия достоверной информации.,"[0.016760382801294327, 0.0012888098135590553, 0.05712413787841797, 0.018338309600949287, 0.011242788285017014, 0.023767709732055664, 0.015001785010099411, 0.009891975671052933, 0.0065087806433439255, 0.010618145577609539, 0.0021801579277962446, 0.006402597296983004]","[0.005467928480356932, 0.0015969463856890798, 0.003690465120598674, 0.0020717880688607693, 0.001162284635938704, 0.003554656868800521, 0.005097114015370607, 0.0013896211748942733, 0.004590276163071394, 0.0050840782932937145, 0.00045501755084842443, 0.0011304364306852221]"
313,2,40,2,S,S,S,S_S-S,Задержка из-за наводнения была пугающей из-за отсутствия достоверной информации.,"[0.029062949120998383, 0.0029623303562402725, 0.07649711519479752, 0.02840113639831543, 0.01960471272468567, 0.032913938164711, 0.016614630818367004, 0.023510323837399483, 0.008546456694602966, 0.01841864362359047, 0.0029139916878193617, 0.009661704301834106]","[0.004939477425068617, 0.0005378868081606925, 0.0017812647856771946, 0.0010153172770515084, 0.0011529249604791403, 0.0028796056285500526, 0.003233768744394183, 0.0008767494582571089, 0.001086721895262599, 0.00301992311142385, 0.00014977452519815415, 0.0005617354181595147]"
314,3,40,2,S,S,P,P_S-S,Задержка из-за наводнения были пугающими из-за отсутствия достоверной информации.,"[0.008591447956860065, 0.0009821420535445213, 0.043802231550216675, 0.012451503425836563, 0.010539117269217968, 0.030764738097786903, 0.008065490983426571, 0.014406981877982616, 0.005402290727943182, 0.01525086909532547, 0.0024230589624494314, 0.007018936797976494]","[0.00318012572824955, 0.00024647184181958437, 0.001515741809271276, 0.0004582596302498132, 0.00040242631803266704, 0.002108523854985833, 0.0018182037165388465, 0.0008891126490198076, 0.0012048028875142336, 0.002675093011930585, 0.00015151094703469425, 0.0002828732831403613]"
315,4,40,2,S,P,S,S_S-P,Задержка из-за наводнений была пугающей из-за отсутствия достоверной информации.,"[0.030904322862625122, 0.0027400709223002195, 0.07198205590248108, 0.02773587591946125, 0.018632156774401665, 0.03190712258219719, 0.016956401988863945, 0.020673157647252083, 0.007632711436599493, 0.01917639747262001, 0.002617178251966834, 0.008979647420346737]","[0.005062640178948641, 0.0014377107145264745, 0.003529289970174432, 0.002201763680204749, 0.001312675536610186, 0.003301698947325349, 0.00545941898599267, 0.0014024960109964013, 0.0031429727096110582, 0.005158680956810713, 0.0003318459785077721, 0.0013929469278082252]"
316,5,40,2,S,P,P,P_S-P,Задержка из-за наводнений были пугающими из-за отсутствия достоверной информации.,"[0.009560409933328629, 0.0009365857695229352, 0.042017314583063126, 0.012905195355415344, 0.010164271108806133, 0.028534656390547752, 0.00839198287576437, 0.013867071829736233, 0.005355741363018751, 0.015547792427241802, 0.0022096815519034863, 0.005913120228797197]","[0.004497285466641188, 0.0008840782684274018, 0.0030619828030467033, 0.0012396806851029396, 0.0007074037566781044, 0.002657294971868396, 0.003942327108234167, 0.0013825250789523125, 0.0038963407278060913, 0.004930883180350065, 0.00039580438169650733, 0.0012545519275590777]"
317,6,40,2,P,S,S,S_P-S,Задержки из-за наводнения была пугающей из-за отсутствия достоверной информации.,"[0.013387407176196575, 0.001879120129160583, 0.04979555681347847, 0.02420799620449543, 0.007883163169026375, 0.016960330307483673, 0.016646040603518486, 0.013145106844604015, 0.006378693971782923, 0.013119340874254704, 0.0022767039481550455, 0.0062660761177539825]","[0.00473935017362237, 0.00037118387990631163, 0.004708827007561922, 0.0007337962742894888, 0.0010592129547148943, 0.005443251226097345, 0.005741570144891739, 0.0005354813765734434, 0.0005785535904578865, 0.0034314238000661135, 0.0001293705718126148, 0.00033272779546678066]"
318,7,40,2,P,S,P,P_P-S,Задержки из-за наводнения были пугающими из-за отсутствия достоверной информации.,"[0.01606876775622368, 0.001356275170110166, 0.06282386183738708, 0.01779121346771717, 0.012522559612989426, 0.026679614558815956, 0.01670263335108757, 0.011283536441624165, 0.007173678372055292, 0.01143061276525259, 0.002305935835465789, 0.007744806353002787]","[0.004267191980034113, 0.0005738061154261231, 0.0017284279456362128, 0.00098009395878762, 0.0007989396690391004, 0.0023003332316875458, 0.0022685995791107416, 0.0007746939663775265, 0.0016953652957454324, 0.0025027894880622625, 0.00020450138254091144, 0.0003389844496268779]"
319,8,40,2,P,P,S,S_P-P,Задержки из-за наводнений была пугающей из-за отсутствия достоверной информации.,"[0.012546385638415813, 0.001907829544506967, 0.0447816401720047, 0.028152557089924812, 0.007007421925663948, 0.01595107652246952, 0.016431227326393127, 0.01094987615942955, 0.005896968767046928, 0.012075106613337994, 0.0021576315630227327, 0.0056261420249938965]","[0.0037939150352030993, 0.0008239435846917331, 0.0066290260292589664, 0.0010292039951309562, 0.0009441841393709183, 0.005980510264635086, 0.009596622548997402, 0.000608184200245887, 0.0015738416695967317, 0.004711123649030924, 0.00019299924315419048, 0.0007264374871738255]"
320,1,41,2,S,S,S,S_S-S,Зал для заседания был громадным по масштабам небольшого городка.,"[0.028123127296566963, 0.0023409791756421328, 0.027370966970920563, 0.0074841040186584, 0.01974303089082241, 0.023560605943202972, 0.01485616248100996, 0.0129326730966568, 0.006271838676184416, 0.00426509091630578, 0.002134801121428609, 0.007305813487619162]","[0.0015363488346338272, 0.00020594782836269587, 0.00122480234131217, 0.0002402624231763184, 0.00030296252225525677, 0.0072838612832129, 0.0015798119129613042, 0.0021125345956534147, 0.0013293278170749545, 0.0011204574257135391, 0.00018988153897225857, 0.00030306598637253046]"
321,2,41,2,S,S,P,P_S-S,Зал для заседания были громадными по масштабам небольшого городка.,"[0.028787659481167793, 0.004208798985928297, 0.025186514481902122, 0.011604279279708862, 0.01993199810385704, 0.026451734825968742, 0.013914749957621098, 0.017917660996317863, 0.005172972101718187, 0.006505060940980911, 0.002153172856196761, 0.00961940735578537]","[0.0013916569296270609, 0.00024225366360042244, 0.0012301020324230194, 0.000300513202091679, 0.00035647209733724594, 0.00575825572013855, 0.0028743266593664885, 0.0022867026273161173, 0.0013178526423871517, 0.0015097777359187603, 0.0002037016674876213, 0.00021378758538048714]"
322,3,41,2,S,P,S,S_S-P,Зал для заседаний был громадным по масштабам небольшого городка.,"[0.02409813553094864, 0.0034734613727778196, 0.019577756524086, 0.008174614049494267, 0.01750517077744007, 0.019928010180592537, 0.015268613584339619, 0.012563281692564487, 0.006101141218096018, 0.004562279675155878, 0.002552951918914914, 0.007842040620744228]","[0.0010569762671366334, 0.00026708352379500866, 0.0009707795106805861, 0.00020103706629015505, 0.00038883424713276327, 0.007473275996744633, 0.0011557857505977154, 0.002152077853679657, 0.0008197955321520567, 0.0013971282169222832, 0.00023968546884134412, 0.00018334864580538124]"
323,4,41,2,S,P,P,P_S-P,Зал для заседаний были громадными по масштабам небольшого городка.,"[0.024666646495461464, 0.00579793332144618, 0.018423844128847122, 0.01010175421833992, 0.019159352406859398, 0.021104948595166206, 0.01582249626517296, 0.021784866228699684, 0.004280601162463427, 0.00698673352599144, 0.001992996083572507, 0.009641471318900585]","[0.0012761359103024006, 0.00039093580562621355, 0.001130698132328689, 0.0002630012750159949, 0.0005185210611671209, 0.00547456182539463, 0.0031126646790653467, 0.003536353586241603, 0.0013772110687568784, 0.0017575816018506885, 0.0002766127872746438, 0.00029801385244354606]"
324,5,41,2,P,S,S,S_P-S,Залы для заседания был громадным по масштабам небольшого городка.,"[0.022931290790438652, 0.001350313308648765, 0.025591855868697166, 0.0021148754749447107, 0.059325963258743286, 0.024554645642638206, 0.015664510428905487, 0.011614846996963024, 0.0017022929387167096, 0.013728130608797073, 0.0017203767783939838, 0.0035617880057543516]","[0.0014773651491850615, 0.00022848759545013309, 0.0011555262608453631, 0.00019440794130787253, 0.0005309758125804365, 0.005971130449324846, 0.003046306548640132, 0.0018746168352663517, 0.0010081512155011296, 0.0013568936847150326, 0.0003679041110444814, 0.00034046146902255714]"
325,6,41,2,P,S,P,P_P-S,Залы для заседания были громадными по масштабам небольшого городка.,"[0.036020439118146896, 0.00257604056969285, 0.020994676277041435, 0.004063478205353022, 0.044394563883543015, 0.02190862037241459, 0.01844784989953041, 0.012698403559625149, 0.007021225988864899, 0.0065981061197817326, 0.0028649568557739258, 0.007204057183116674]","[0.0018795598298311234, 0.00030343153048306704, 0.0015166050288826227, 0.0001510410656919703, 0.0005267973174341023, 0.006287051364779472, 0.0020702213514596224, 0.0017300090985372663, 0.0009943173499777913, 0.0018896766705438495, 0.00015278838691301644, 0.0002508274919819087]"
326,7,41,2,P,P,S,S_P-P,Залы для заседаний был громадным по масштабам небольшого городка.,"[0.021491101011633873, 0.0020489050075411797, 0.022654959931969643, 0.0018670595018193126, 0.05406365916132927, 0.020307308062911034, 0.015543505549430847, 0.013064197264611721, 0.0013381591998040676, 0.012847263365983963, 0.0019846418872475624, 0.003912420477718115]","[0.0010607754811644554, 0.00035133311757817864, 0.0007168424781411886, 0.00020640525326598436, 0.0006192289292812347, 0.0055514732375741005, 0.002508941339328885, 0.0015034062089398503, 0.0006716172792948782, 0.0015735926572233438, 0.00036419101525098085, 0.0003031838277820498]"
327,8,41,2,P,P,P,P_P-P,Залы для заседаний были громадными по масштабам небольшого городка.,"[0.04061979800462723, 0.0034310698974877596, 0.019765466451644897, 0.004008591640740633, 0.045768141746520996, 0.02017577737569809, 0.02013670653104782, 0.014130353927612305, 0.005901588127017021, 0.008547459729015827, 0.0031918154563754797, 0.007646363228559494]","[0.0015129587845876813, 0.0005170307704247534, 0.0011698126327246428, 0.00018167246889788657, 0.000647896493319422, 0.00555783323943615, 0.0018796208314597607, 0.0019136975752189755, 0.00102044059894979, 0.0019519916968420148, 0.00020568208128679544, 0.0003628494741860777]"
328,1,42,2,S,S,P,P_S-S,Запчасть для иномарки были старыми по меркам современного автовладельца.,"[0.007078713271766901, 0.00021160810138098896, 0.018335741013288498, 0.0012002900475636125, 0.005058785434812307, 0.02860918641090393, 0.004042427055537701, 0.0048962850123643875, 0.0008680585888214409, 0.006795629858970642, 0.00162750412710011, 0.00039189073140732944]","[0.009196658618748188, 0.0004287456104066223, 0.001920494600199163, 0.0001386680087307468, 0.001972939819097519, 0.007890839129686356, 0.002376402961090207, 0.00278100254945457, 0.0021746749989688396, 0.0033142545726150274, 0.001365810981951654, 0.00027947925264015794]"
329,2,42,2,S,P,S,S_S-P,Запчасть для иномарок была старой по меркам современного автовладельца.,"[0.022252753376960754, 0.00032752269180491567, 0.026661531999707222, 0.0036786117125302553, 0.016530456021428108, 0.032247863709926605, 0.014435915276408195, 0.011686247773468494, 0.00075772765558213, 0.01559657696634531, 0.00019289780175313354, 0.00047795771388337016]","[0.022555986419320107, 0.0005848232540301979, 0.0051870509050786495, 0.0004705987812485546, 0.005852805450558662, 0.009754538536071777, 0.0033028286416083574, 0.001988362753763795, 0.0021362430416047573, 0.012761819176375866, 0.0003700873348861933, 0.00042930745985358953]"
